"Participant" "Onset" "Determiner" "Agecat" "Age" "OldNew" "variable" "TARGETFIXBIN.m" "yT" "N_T" "elogT"
"280" "P0345yo" "Different" "AN" "Four-Five" 55 "Y" "1000" 0.8 4 5 1.09861228866811
"281" "P0345yo" "Same" "A" "Four-Five" 55 "N" "100" 0.75 3 4 0.847297860387204
"282" "P0345yo" "Same" "A" "Four-Five" 55 "N" "200" 0.75 3 4 0.847297860387204
"283" "P0345yo" "Same" "A" "Four-Five" 55 "N" "300" 0.75 3 4 0.847297860387204
"284" "P0345yo" "Same" "A" "Four-Five" 55 "N" "400" 0.25 1 4 -0.847297860387204
"285" "P0345yo" "Same" "A" "Four-Five" 55 "N" "500" 0.25 1 4 -0.847297860387204
"286" "P0345yo" "Same" "A" "Four-Five" 55 "N" "600" 0.25 1 4 -0.847297860387204
"287" "P0345yo" "Same" "A" "Four-Five" 55 "N" "700" 0.75 3 4 0.847297860387204
"288" "P0345yo" "Same" "A" "Four-Five" 55 "N" "800" 0.75 3 4 0.847297860387204
"289" "P0345yo" "Same" "A" "Four-Five" 55 "N" "900" 1 4 4 2.19722457733622
"290" "P0345yo" "Same" "A" "Four-Five" 55 "N" "1000" 1 4 4 2.19722457733622
"291" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "100" 0.4 2 5 -0.336472236621213
"292" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "200" 0.4 2 5 -0.336472236621213
"293" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "300" 0.4 2 5 -0.336472236621213
"294" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "400" 0.8 4 5 1.09861228866811
"295" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "500" 0.8 4 5 1.09861228866811
"296" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "600" 1 5 5 2.39789527279837
"297" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "700" 1 5 5 2.39789527279837
"298" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "800" 1 5 5 2.39789527279837
"299" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "900" 1 5 5 2.39789527279837
"300" "P0345yo" "Same" "A" "Four-Five" 55 "Y" "1000" 1 5 5 2.39789527279837
"301" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "100" 0.6 3 5 0.336472236621213
"302" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "200" 0.6 3 5 0.336472236621213
"303" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "300" 0.8 4 5 1.09861228866811
"304" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "400" 0.8 4 5 1.09861228866811
"305" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "500" 0.6 3 5 0.336472236621213
"306" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "600" 0.8 4 5 1.09861228866811
"307" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "700" 0.8 4 5 1.09861228866811
"308" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "800" 0.6 3 5 0.336472236621213
"309" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "900" 0.6 3 5 0.336472236621213
"310" "P0345yo" "Same" "AN" "Four-Five" 55 "N" "1000" 0.8 4 5 1.09861228866811
"311" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "100" 0.4 2 5 -0.336472236621213
"312" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "200" 0.8 4 5 1.09861228866811
"313" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "300" 0.6 3 5 0.336472236621213
"314" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "400" 0.6 3 5 0.336472236621213
"315" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "500" 1 5 5 2.39789527279837
"316" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "600" 1 5 5 2.39789527279837
"317" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "700" 0.8 4 5 1.09861228866811
"318" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "800" 0.8 4 5 1.09861228866811
"319" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "900" 0.8 4 5 1.09861228866811
"320" "P0345yo" "Same" "AN" "Four-Five" 55 "Y" "1000" 0.8 4 5 1.09861228866811
"321" "P0445yo" "Different" "A" "Four-Five" 51 "N" "100" 0.6 3 5 0.336472236621213
"322" "P0445yo" "Different" "A" "Four-Five" 51 "N" "200" 0.6 3 5 0.336472236621213
"323" "P0445yo" "Different" "A" "Four-Five" 51 "N" "300" 0.6 3 5 0.336472236621213
"324" "P0445yo" "Different" "A" "Four-Five" 51 "N" "400" 0.6 3 5 0.336472236621213
"325" "P0445yo" "Different" "A" "Four-Five" 51 "N" "500" 0.6 3 5 0.336472236621213
"326" "P0445yo" "Different" "A" "Four-Five" 51 "N" "600" 0.6 3 5 0.336472236621213
"327" "P0445yo" "Different" "A" "Four-Five" 51 "N" "700" 0.6 3 5 0.336472236621213
"328" "P0445yo" "Different" "A" "Four-Five" 51 "N" "800" 0.6 3 5 0.336472236621213
"329" "P0445yo" "Different" "A" "Four-Five" 51 "N" "900" 0.6 3 5 0.336472236621213
"330" "P0445yo" "Different" "A" "Four-Five" 51 "N" "1000" 1 5 5 2.39789527279837
"331" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "100" 0 0 4 -2.19722457733622
"332" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "200" 0 0 4 -2.19722457733622
"333" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "300" 0.25 1 4 -0.847297860387204
"334" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "400" 0.25 1 4 -0.847297860387204
"335" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "500" 0.25 1 4 -0.847297860387204
"336" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "600" 0.25 1 4 -0.847297860387204
"337" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "700" 0.5 2 4 0
"338" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "800" 0.5 2 4 0
"339" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "900" 0.5 2 4 0
"340" "P0445yo" "Different" "A" "Four-Five" 51 "Y" "1000" 0.5 2 4 0
"341" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "100" 0.4 2 5 -0.336472236621213
"342" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "200" 0.6 3 5 0.336472236621213
"343" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "300" 0.6 3 5 0.336472236621213
"344" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "400" 0.6 3 5 0.336472236621213
"345" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "500" 0.6 3 5 0.336472236621213
"346" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "600" 0.6 3 5 0.336472236621213
"347" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "700" 0.6 3 5 0.336472236621213
"348" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "800" 0.6 3 5 0.336472236621213
"349" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "900" 0.8 4 5 1.09861228866811
"350" "P0445yo" "Different" "AN" "Four-Five" 51 "N" "1000" 0.8 4 5 1.09861228866811
"351" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "100" 0.6 3 5 0.336472236621213
"352" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "200" 0.8 4 5 1.09861228866811
"353" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "300" 0.6 3 5 0.336472236621213
"354" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "400" 0.6 3 5 0.336472236621213
"355" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "500" 0.6 3 5 0.336472236621213
"356" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "600" 0.8 4 5 1.09861228866811
"357" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "700" 0.8 4 5 1.09861228866811
"358" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "800" 0.6 3 5 0.336472236621213
"359" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "900" 1 5 5 2.39789527279837
"360" "P0445yo" "Different" "AN" "Four-Five" 51 "Y" "1000" 1 5 5 2.39789527279837
"361" "P0445yo" "Same" "A" "Four-Five" 51 "N" "100" 0.8 4 5 1.09861228866811
"362" "P0445yo" "Same" "A" "Four-Five" 51 "N" "200" 0.8 4 5 1.09861228866811
"363" "P0445yo" "Same" "A" "Four-Five" 51 "N" "300" 0.8 4 5 1.09861228866811
"364" "P0445yo" "Same" "A" "Four-Five" 51 "N" "400" 0.6 3 5 0.336472236621213
"365" "P0445yo" "Same" "A" "Four-Five" 51 "N" "500" 0.6 3 5 0.336472236621213
"366" "P0445yo" "Same" "A" "Four-Five" 51 "N" "600" 0.4 2 5 -0.336472236621213
"367" "P0445yo" "Same" "A" "Four-Five" 51 "N" "700" 0.4 2 5 -0.336472236621213
"368" "P0445yo" "Same" "A" "Four-Five" 51 "N" "800" 0.6 3 5 0.336472236621213
"369" "P0445yo" "Same" "A" "Four-Five" 51 "N" "900" 0.8 4 5 1.09861228866811
"370" "P0445yo" "Same" "A" "Four-Five" 51 "N" "1000" 0.8 4 5 1.09861228866811
"371" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "100" 0.6 3 5 0.336472236621213
"372" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "200" 0.6 3 5 0.336472236621213
"373" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "300" 0.6 3 5 0.336472236621213
"374" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "400" 0.6 3 5 0.336472236621213
"375" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "500" 0.8 4 5 1.09861228866811
"376" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "600" 0.8 4 5 1.09861228866811
"377" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "700" 1 5 5 2.39789527279837
"378" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "800" 1 5 5 2.39789527279837
"379" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "900" 1 5 5 2.39789527279837
"380" "P0445yo" "Same" "A" "Four-Five" 51 "Y" "1000" 1 5 5 2.39789527279837
"381" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "100" 0.25 1 4 -0.847297860387204
"382" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "200" 0.5 2 4 0
"383" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "300" 0.5 2 4 0
"384" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "400" 0.5 2 4 0
"385" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "500" 0.5 2 4 0
"386" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "600" 0.5 2 4 0
"387" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "700" 0.5 2 4 0
"388" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "800" 0.5 2 4 0
"389" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "900" 0.5 2 4 0
"390" "P0445yo" "Same" "AN" "Four-Five" 51 "N" "1000" 0.5 2 4 0
"391" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "100" 1 3 3 1.94591014905531
"392" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "200" 1 3 3 1.94591014905531
"393" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "300" 0.666666666666667 2 3 0.510825623765991
"394" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "400" 0.666666666666667 2 3 0.510825623765991
"395" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "500" 0.666666666666667 2 3 0.510825623765991
"396" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "600" 0.666666666666667 2 3 0.510825623765991
"397" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "700" 0.666666666666667 2 3 0.510825623765991
"398" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "800" 0.666666666666667 2 3 0.510825623765991
"399" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "900" 0.666666666666667 2 3 0.510825623765991
"400" "P0445yo" "Same" "AN" "Four-Five" 51 "Y" "1000" 0.666666666666667 2 3 0.510825623765991
"401" "P04yo" "Different" "A" "Three" 38 "N" "100" 0.4 2 5 -0.336472236621213
"402" "P04yo" "Different" "A" "Three" 38 "N" "200" 0.4 2 5 -0.336472236621213
"403" "P04yo" "Different" "A" "Three" 38 "N" "300" 0.6 3 5 0.336472236621213
"404" "P04yo" "Different" "A" "Three" 38 "N" "400" 0.6 3 5 0.336472236621213
"405" "P04yo" "Different" "A" "Three" 38 "N" "500" 0.6 3 5 0.336472236621213
"406" "P04yo" "Different" "A" "Three" 38 "N" "600" 0.6 3 5 0.336472236621213
"407" "P04yo" "Different" "A" "Three" 38 "N" "700" 0.4 2 5 -0.336472236621213
"408" "P04yo" "Different" "A" "Three" 38 "N" "800" 0.6 3 5 0.336472236621213
"409" "P04yo" "Different" "A" "Three" 38 "N" "900" 0.6 3 5 0.336472236621213
"410" "P04yo" "Different" "A" "Three" 38 "N" "1000" 0.6 3 5 0.336472236621213
"411" "P04yo" "Different" "A" "Three" 38 "Y" "100" 0.25 1 4 -0.847297860387204
"412" "P04yo" "Different" "A" "Three" 38 "Y" "200" 0.25 1 4 -0.847297860387204
"413" "P04yo" "Different" "A" "Three" 38 "Y" "300" 0.5 2 4 0
"414" "P04yo" "Different" "A" "Three" 38 "Y" "400" 0.5 2 4 0
"415" "P04yo" "Different" "A" "Three" 38 "Y" "500" 0.5 2 4 0
"416" "P04yo" "Different" "A" "Three" 38 "Y" "600" 0.5 2 4 0
"417" "P04yo" "Different" "A" "Three" 38 "Y" "700" 0.75 3 4 0.847297860387204
"418" "P04yo" "Different" "A" "Three" 38 "Y" "800" 0.75 3 4 0.847297860387204
"419" "P04yo" "Different" "A" "Three" 38 "Y" "900" 1 4 4 2.19722457733622
"420" "P04yo" "Different" "A" "Three" 38 "Y" "1000" 1 4 4 2.19722457733622
"421" "P04yo" "Different" "AN" "Three" 38 "N" "100" 0.6 3 5 0.336472236621213
"422" "P04yo" "Different" "AN" "Three" 38 "N" "200" 0.6 3 5 0.336472236621213
"423" "P04yo" "Different" "AN" "Three" 38 "N" "300" 0.6 3 5 0.336472236621213
"424" "P04yo" "Different" "AN" "Three" 38 "N" "400" 0.8 4 5 1.09861228866811
"425" "P04yo" "Different" "AN" "Three" 38 "N" "500" 0.8 4 5 1.09861228866811
"426" "P04yo" "Different" "AN" "Three" 38 "N" "600" 0.8 4 5 1.09861228866811
"427" "P04yo" "Different" "AN" "Three" 38 "N" "700" 0.6 3 5 0.336472236621213
"428" "P04yo" "Different" "AN" "Three" 38 "N" "800" 0.6 3 5 0.336472236621213
"429" "P04yo" "Different" "AN" "Three" 38 "N" "900" 0.6 3 5 0.336472236621213
"430" "P04yo" "Different" "AN" "Three" 38 "N" "1000" 0.8 4 5 1.09861228866811
"431" "P04yo" "Different" "AN" "Three" 38 "Y" "100" 0.6 3 5 0.336472236621213
"432" "P04yo" "Different" "AN" "Three" 38 "Y" "200" 0.6 3 5 0.336472236621213
"433" "P04yo" "Different" "AN" "Three" 38 "Y" "300" 0.6 3 5 0.336472236621213
"434" "P04yo" "Different" "AN" "Three" 38 "Y" "400" 0.6 3 5 0.336472236621213
"435" "P04yo" "Different" "AN" "Three" 38 "Y" "500" 0.4 2 5 -0.336472236621213
"436" "P04yo" "Different" "AN" "Three" 38 "Y" "600" 0.4 2 5 -0.336472236621213
"437" "P04yo" "Different" "AN" "Three" 38 "Y" "700" 0.6 3 5 0.336472236621213
"438" "P04yo" "Different" "AN" "Three" 38 "Y" "800" 0.8 4 5 1.09861228866811
"439" "P04yo" "Different" "AN" "Three" 38 "Y" "900" 1 5 5 2.39789527279837
"440" "P04yo" "Different" "AN" "Three" 38 "Y" "1000" 0.8 4 5 1.09861228866811
"441" "P04yo" "Same" "A" "Three" 38 "N" "100" 0.6 3 5 0.336472236621213
"442" "P04yo" "Same" "A" "Three" 38 "N" "200" 0.6 3 5 0.336472236621213
"443" "P04yo" "Same" "A" "Three" 38 "N" "300" 0.6 3 5 0.336472236621213
"444" "P04yo" "Same" "A" "Three" 38 "N" "400" 0.6 3 5 0.336472236621213
"445" "P04yo" "Same" "A" "Three" 38 "N" "500" 0.6 3 5 0.336472236621213
"446" "P04yo" "Same" "A" "Three" 38 "N" "600" 0.6 3 5 0.336472236621213
"447" "P04yo" "Same" "A" "Three" 38 "N" "700" 0.6 3 5 0.336472236621213
"448" "P04yo" "Same" "A" "Three" 38 "N" "800" 0.6 3 5 0.336472236621213
"449" "P04yo" "Same" "A" "Three" 38 "N" "900" 0.8 4 5 1.09861228866811
"450" "P04yo" "Same" "A" "Three" 38 "N" "1000" 1 5 5 2.39789527279837
"451" "P04yo" "Same" "A" "Three" 38 "Y" "100" 0.2 1 5 -1.09861228866811
"452" "P04yo" "Same" "A" "Three" 38 "Y" "200" 0.4 2 5 -0.336472236621213
"453" "P04yo" "Same" "A" "Three" 38 "Y" "300" 0.4 2 5 -0.336472236621213
"454" "P04yo" "Same" "A" "Three" 38 "Y" "400" 0.4 2 5 -0.336472236621213
"455" "P04yo" "Same" "A" "Three" 38 "Y" "500" 0.6 3 5 0.336472236621213
"456" "P04yo" "Same" "A" "Three" 38 "Y" "600" 0.6 3 5 0.336472236621213
"457" "P04yo" "Same" "A" "Three" 38 "Y" "700" 0.8 4 5 1.09861228866811
"458" "P04yo" "Same" "A" "Three" 38 "Y" "800" 0.8 4 5 1.09861228866811
"459" "P04yo" "Same" "A" "Three" 38 "Y" "900" 0.8 4 5 1.09861228866811
"460" "P04yo" "Same" "A" "Three" 38 "Y" "1000" 1 5 5 2.39789527279837
"461" "P04yo" "Same" "AN" "Three" 38 "N" "100" 0.2 1 5 -1.09861228866811
"462" "P04yo" "Same" "AN" "Three" 38 "N" "200" 0.2 1 5 -1.09861228866811
"463" "P04yo" "Same" "AN" "Three" 38 "N" "300" 0.2 1 5 -1.09861228866811
"464" "P04yo" "Same" "AN" "Three" 38 "N" "400" 0.2 1 5 -1.09861228866811
"465" "P04yo" "Same" "AN" "Three" 38 "N" "500" 0.2 1 5 -1.09861228866811
"466" "P04yo" "Same" "AN" "Three" 38 "N" "600" 0.6 3 5 0.336472236621213
"467" "P04yo" "Same" "AN" "Three" 38 "N" "700" 0.6 3 5 0.336472236621213
"468" "P04yo" "Same" "AN" "Three" 38 "N" "800" 0.8 4 5 1.09861228866811
"469" "P04yo" "Same" "AN" "Three" 38 "N" "900" 0.8 4 5 1.09861228866811
"470" "P04yo" "Same" "AN" "Three" 38 "N" "1000" 0.8 4 5 1.09861228866811
"471" "P04yo" "Same" "AN" "Three" 38 "Y" "100" 0 0 5 -2.39789527279837
"472" "P04yo" "Same" "AN" "Three" 38 "Y" "200" 0.4 2 5 -0.336472236621213
"473" "P04yo" "Same" "AN" "Three" 38 "Y" "300" 0.6 3 5 0.336472236621213
"474" "P04yo" "Same" "AN" "Three" 38 "Y" "400" 0.6 3 5 0.336472236621213
"475" "P04yo" "Same" "AN" "Three" 38 "Y" "500" 0.4 2 5 -0.336472236621213
"476" "P04yo" "Same" "AN" "Three" 38 "Y" "600" 0.4 2 5 -0.336472236621213
"477" "P04yo" "Same" "AN" "Three" 38 "Y" "700" 0.4 2 5 -0.336472236621213
"478" "P04yo" "Same" "AN" "Three" 38 "Y" "800" 0.4 2 5 -0.336472236621213
"479" "P04yo" "Same" "AN" "Three" 38 "Y" "900" 0.2 1 5 -1.09861228866811
"480" "P04yo" "Same" "AN" "Three" 38 "Y" "1000" 0.4 2 5 -0.336472236621213
"481" "P053yo" "Different" "A" "Three" 45 "N" "100" 0.4 2 5 -0.336472236621213
"482" "P053yo" "Different" "A" "Three" 45 "N" "200" 0.4 2 5 -0.336472236621213
"483" "P053yo" "Different" "A" "Three" 45 "N" "300" 0.2 1 5 -1.09861228866811
"484" "P053yo" "Different" "A" "Three" 45 "N" "400" 0.2 1 5 -1.09861228866811
"485" "P053yo" "Different" "A" "Three" 45 "N" "500" 0.2 1 5 -1.09861228866811
"486" "P053yo" "Different" "A" "Three" 45 "N" "600" 0.2 1 5 -1.09861228866811
"487" "P053yo" "Different" "A" "Three" 45 "N" "700" 0.4 2 5 -0.336472236621213
"488" "P053yo" "Different" "A" "Three" 45 "N" "800" 0.8 4 5 1.09861228866811
"489" "P053yo" "Different" "A" "Three" 45 "N" "900" 0.8 4 5 1.09861228866811
"490" "P053yo" "Different" "A" "Three" 45 "N" "1000" 0.8 4 5 1.09861228866811
"491" "P053yo" "Different" "A" "Three" 45 "Y" "100" 0.8 4 5 1.09861228866811
"492" "P053yo" "Different" "A" "Three" 45 "Y" "200" 0.8 4 5 1.09861228866811
"493" "P053yo" "Different" "A" "Three" 45 "Y" "300" 0.8 4 5 1.09861228866811
"494" "P053yo" "Different" "A" "Three" 45 "Y" "400" 0.8 4 5 1.09861228866811
"495" "P053yo" "Different" "A" "Three" 45 "Y" "500" 0.8 4 5 1.09861228866811
"496" "P053yo" "Different" "A" "Three" 45 "Y" "600" 0.8 4 5 1.09861228866811
"497" "P053yo" "Different" "A" "Three" 45 "Y" "700" 0.8 4 5 1.09861228866811
"498" "P053yo" "Different" "A" "Three" 45 "Y" "800" 0.8 4 5 1.09861228866811
"499" "P053yo" "Different" "A" "Three" 45 "Y" "900" 0.6 3 5 0.336472236621213
"500" "P053yo" "Different" "A" "Three" 45 "Y" "1000" 0.6 3 5 0.336472236621213
"501" "P053yo" "Different" "AN" "Three" 45 "N" "100" 0.8 4 5 1.09861228866811
"502" "P053yo" "Different" "AN" "Three" 45 "N" "200" 0.8 4 5 1.09861228866811
"503" "P053yo" "Different" "AN" "Three" 45 "N" "300" 0.8 4 5 1.09861228866811
"504" "P053yo" "Different" "AN" "Three" 45 "N" "400" 0.8 4 5 1.09861228866811
"505" "P053yo" "Different" "AN" "Three" 45 "N" "500" 0.8 4 5 1.09861228866811
"506" "P053yo" "Different" "AN" "Three" 45 "N" "600" 0.8 4 5 1.09861228866811
"507" "P053yo" "Different" "AN" "Three" 45 "N" "700" 1 5 5 2.39789527279837
"508" "P053yo" "Different" "AN" "Three" 45 "N" "800" 1 5 5 2.39789527279837
"509" "P053yo" "Different" "AN" "Three" 45 "N" "900" 0.6 3 5 0.336472236621213
"510" "P053yo" "Different" "AN" "Three" 45 "N" "1000" 0.6 3 5 0.336472236621213
"511" "P053yo" "Different" "AN" "Three" 45 "Y" "100" 0.6 3 5 0.336472236621213
"512" "P053yo" "Different" "AN" "Three" 45 "Y" "200" 0.6 3 5 0.336472236621213
"513" "P053yo" "Different" "AN" "Three" 45 "Y" "300" 0.6 3 5 0.336472236621213
"514" "P053yo" "Different" "AN" "Three" 45 "Y" "400" 0.6 3 5 0.336472236621213
"515" "P053yo" "Different" "AN" "Three" 45 "Y" "500" 0.6 3 5 0.336472236621213
"516" "P053yo" "Different" "AN" "Three" 45 "Y" "600" 0.6 3 5 0.336472236621213
"517" "P053yo" "Different" "AN" "Three" 45 "Y" "700" 0.6 3 5 0.336472236621213
"518" "P053yo" "Different" "AN" "Three" 45 "Y" "800" 0.8 4 5 1.09861228866811
"519" "P053yo" "Different" "AN" "Three" 45 "Y" "900" 0.8 4 5 1.09861228866811
"520" "P053yo" "Different" "AN" "Three" 45 "Y" "1000" 0.6 3 5 0.336472236621213
"521" "P053yo" "Same" "A" "Three" 45 "N" "100" 0 0 4 -2.19722457733622
"522" "P053yo" "Same" "A" "Three" 45 "N" "200" 0.25 1 4 -0.847297860387204
"523" "P053yo" "Same" "A" "Three" 45 "N" "300" 0.25 1 4 -0.847297860387204
"524" "P053yo" "Same" "A" "Three" 45 "N" "400" 0.25 1 4 -0.847297860387204
"525" "P053yo" "Same" "A" "Three" 45 "N" "500" 0.25 1 4 -0.847297860387204
"526" "P053yo" "Same" "A" "Three" 45 "N" "600" 0.5 2 4 0
"527" "P053yo" "Same" "A" "Three" 45 "N" "700" 0.5 2 4 0
"528" "P053yo" "Same" "A" "Three" 45 "N" "800" 0.5 2 4 0
"529" "P053yo" "Same" "A" "Three" 45 "N" "900" 0.75 3 4 0.847297860387204
"530" "P053yo" "Same" "A" "Three" 45 "N" "1000" 1 4 4 2.19722457733622
"531" "P053yo" "Same" "A" "Three" 45 "Y" "100" 0.75 3 4 0.847297860387204
"532" "P053yo" "Same" "A" "Three" 45 "Y" "200" 0.75 3 4 0.847297860387204
"533" "P053yo" "Same" "A" "Three" 45 "Y" "300" 0.75 3 4 0.847297860387204
"534" "P053yo" "Same" "A" "Three" 45 "Y" "400" 0.75 3 4 0.847297860387204
"535" "P053yo" "Same" "A" "Three" 45 "Y" "500" 1 4 4 2.19722457733622
"536" "P053yo" "Same" "A" "Three" 45 "Y" "600" 1 4 4 2.19722457733622
"537" "P053yo" "Same" "A" "Three" 45 "Y" "700" 1 4 4 2.19722457733622
"538" "P053yo" "Same" "A" "Three" 45 "Y" "800" 1 4 4 2.19722457733622
"539" "P053yo" "Same" "A" "Three" 45 "Y" "900" 1 4 4 2.19722457733622
"540" "P053yo" "Same" "A" "Three" 45 "Y" "1000" 0.75 3 4 0.847297860387204
"541" "P053yo" "Same" "AN" "Three" 45 "N" "100" 0.4 2 5 -0.336472236621213
"542" "P053yo" "Same" "AN" "Three" 45 "N" "200" 0.4 2 5 -0.336472236621213
"543" "P053yo" "Same" "AN" "Three" 45 "N" "300" 0.4 2 5 -0.336472236621213
"544" "P053yo" "Same" "AN" "Three" 45 "N" "400" 0.4 2 5 -0.336472236621213
"545" "P053yo" "Same" "AN" "Three" 45 "N" "500" 0.4 2 5 -0.336472236621213
"546" "P053yo" "Same" "AN" "Three" 45 "N" "600" 0.4 2 5 -0.336472236621213
"547" "P053yo" "Same" "AN" "Three" 45 "N" "700" 0.6 3 5 0.336472236621213
"548" "P053yo" "Same" "AN" "Three" 45 "N" "800" 0.8 4 5 1.09861228866811
"549" "P053yo" "Same" "AN" "Three" 45 "N" "900" 0.8 4 5 1.09861228866811
"550" "P053yo" "Same" "AN" "Three" 45 "N" "1000" 0.8 4 5 1.09861228866811
"551" "P053yo" "Same" "AN" "Three" 45 "Y" "100" 0.8 4 5 1.09861228866811
"552" "P053yo" "Same" "AN" "Three" 45 "Y" "200" 0.8 4 5 1.09861228866811
"553" "P053yo" "Same" "AN" "Three" 45 "Y" "300" 0.8 4 5 1.09861228866811
"554" "P053yo" "Same" "AN" "Three" 45 "Y" "400" 0.6 3 5 0.336472236621213
"555" "P053yo" "Same" "AN" "Three" 45 "Y" "500" 0.8 4 5 1.09861228866811
"556" "P053yo" "Same" "AN" "Three" 45 "Y" "600" 0.8 4 5 1.09861228866811
"557" "P053yo" "Same" "AN" "Three" 45 "Y" "700" 0.8 4 5 1.09861228866811
"558" "P053yo" "Same" "AN" "Three" 45 "Y" "800" 0.8 4 5 1.09861228866811
"559" "P053yo" "Same" "AN" "Three" 45 "Y" "900" 0.8 4 5 1.09861228866811
"560" "P053yo" "Same" "AN" "Three" 45 "Y" "1000" 0.8 4 5 1.09861228866811
"561" "P053yobis" "Different" "A" "Three" 47 "N" "100" 0.2 1 5 -1.09861228866811
"562" "P053yobis" "Different" "A" "Three" 47 "N" "200" 0.2 1 5 -1.09861228866811
"563" "P053yobis" "Different" "A" "Three" 47 "N" "300" 0.2 1 5 -1.09861228866811
"564" "P053yobis" "Different" "A" "Three" 47 "N" "400" 0.2 1 5 -1.09861228866811
"565" "P053yobis" "Different" "A" "Three" 47 "N" "500" 0.2 1 5 -1.09861228866811
"566" "P053yobis" "Different" "A" "Three" 47 "N" "600" 0.6 3 5 0.336472236621213
