"Participant" "Onset" "Determiner" "Agecat" "Age" "OldNew" "variable" "TARGETFIXBIN.m" "yT" "N_T" "elogT"
"3062" "P253yo" "Different" "AN" "Three" 40 "N" "200" 0.6 3 5 0.336472236621213
"3063" "P253yo" "Different" "AN" "Three" 40 "N" "300" 0.6 3 5 0.336472236621213
"3064" "P253yo" "Different" "AN" "Three" 40 "N" "400" 0.6 3 5 0.336472236621213
"3065" "P253yo" "Different" "AN" "Three" 40 "N" "500" 0.6 3 5 0.336472236621213
"3066" "P253yo" "Different" "AN" "Three" 40 "N" "600" 0.6 3 5 0.336472236621213
"3067" "P253yo" "Different" "AN" "Three" 40 "N" "700" 0.8 4 5 1.09861228866811
"3068" "P253yo" "Different" "AN" "Three" 40 "N" "800" 0.8 4 5 1.09861228866811
"3069" "P253yo" "Different" "AN" "Three" 40 "N" "900" 0.8 4 5 1.09861228866811
"3070" "P253yo" "Different" "AN" "Three" 40 "N" "1000" 0.8 4 5 1.09861228866811
"3071" "P253yo" "Different" "AN" "Three" 40 "Y" "100" 0.6 3 5 0.336472236621213
"3072" "P253yo" "Different" "AN" "Three" 40 "Y" "200" 0.6 3 5 0.336472236621213
"3073" "P253yo" "Different" "AN" "Three" 40 "Y" "300" 0.6 3 5 0.336472236621213
"3074" "P253yo" "Different" "AN" "Three" 40 "Y" "400" 0.6 3 5 0.336472236621213
"3075" "P253yo" "Different" "AN" "Three" 40 "Y" "500" 0.6 3 5 0.336472236621213
"3076" "P253yo" "Different" "AN" "Three" 40 "Y" "600" 0.6 3 5 0.336472236621213
"3077" "P253yo" "Different" "AN" "Three" 40 "Y" "700" 0.8 4 5 1.09861228866811
"3078" "P253yo" "Different" "AN" "Three" 40 "Y" "800" 1 5 5 2.39789527279837
"3079" "P253yo" "Different" "AN" "Three" 40 "Y" "900" 1 5 5 2.39789527279837
"3080" "P253yo" "Different" "AN" "Three" 40 "Y" "1000" 1 5 5 2.39789527279837
"3081" "P253yo" "Same" "A" "Three" 40 "N" "100" 0.4 2 5 -0.336472236621213
"3082" "P253yo" "Same" "A" "Three" 40 "N" "200" 0.4 2 5 -0.336472236621213
"3083" "P253yo" "Same" "A" "Three" 40 "N" "300" 0.6 3 5 0.336472236621213
"3084" "P253yo" "Same" "A" "Three" 40 "N" "400" 0.6 3 5 0.336472236621213
"3085" "P253yo" "Same" "A" "Three" 40 "N" "500" 0.6 3 5 0.336472236621213
"3086" "P253yo" "Same" "A" "Three" 40 "N" "600" 0.8 4 5 1.09861228866811
"3087" "P253yo" "Same" "A" "Three" 40 "N" "700" 0.8 4 5 1.09861228866811
"3088" "P253yo" "Same" "A" "Three" 40 "N" "800" 1 5 5 2.39789527279837
"3089" "P253yo" "Same" "A" "Three" 40 "N" "900" 1 5 5 2.39789527279837
"3090" "P253yo" "Same" "A" "Three" 40 "N" "1000" 0.8 4 5 1.09861228866811
"3091" "P253yo" "Same" "A" "Three" 40 "Y" "100" 0.8 4 5 1.09861228866811
"3092" "P253yo" "Same" "A" "Three" 40 "Y" "200" 0.8 4 5 1.09861228866811
"3093" "P253yo" "Same" "A" "Three" 40 "Y" "300" 0.8 4 5 1.09861228866811
"3094" "P253yo" "Same" "A" "Three" 40 "Y" "400" 0.8 4 5 1.09861228866811
"3095" "P253yo" "Same" "A" "Three" 40 "Y" "500" 0.8 4 5 1.09861228866811
"3096" "P253yo" "Same" "A" "Three" 40 "Y" "600" 1 5 5 2.39789527279837
"3097" "P253yo" "Same" "A" "Three" 40 "Y" "700" 1 5 5 2.39789527279837
"3098" "P253yo" "Same" "A" "Three" 40 "Y" "800" 1 5 5 2.39789527279837
"3099" "P253yo" "Same" "A" "Three" 40 "Y" "900" 1 5 5 2.39789527279837
"3100" "P253yo" "Same" "A" "Three" 40 "Y" "1000" 1 5 5 2.39789527279837
"3101" "P253yo" "Same" "AN" "Three" 40 "N" "100" 1 4 4 2.19722457733622
"3102" "P253yo" "Same" "AN" "Three" 40 "N" "200" 1 4 4 2.19722457733622
"3103" "P253yo" "Same" "AN" "Three" 40 "N" "300" 0.75 3 4 0.847297860387204
"3104" "P253yo" "Same" "AN" "Three" 40 "N" "400" 0.75 3 4 0.847297860387204
"3105" "P253yo" "Same" "AN" "Three" 40 "N" "500" 0.75 3 4 0.847297860387204
"3106" "P253yo" "Same" "AN" "Three" 40 "N" "600" 0.75 3 4 0.847297860387204
"3107" "P253yo" "Same" "AN" "Three" 40 "N" "700" 0.75 3 4 0.847297860387204
"3108" "P253yo" "Same" "AN" "Three" 40 "N" "800" 0.5 2 4 0
"3109" "P253yo" "Same" "AN" "Three" 40 "N" "900" 0.75 3 4 0.847297860387204
"3110" "P253yo" "Same" "AN" "Three" 40 "N" "1000" 0.5 2 4 0
"3111" "P253yo" "Same" "AN" "Three" 40 "Y" "100" 0.25 1 4 -0.847297860387204
"3112" "P253yo" "Same" "AN" "Three" 40 "Y" "200" 0.25 1 4 -0.847297860387204
"3113" "P253yo" "Same" "AN" "Three" 40 "Y" "300" 0.25 1 4 -0.847297860387204
"3114" "P253yo" "Same" "AN" "Three" 40 "Y" "400" 0.25 1 4 -0.847297860387204
"3115" "P253yo" "Same" "AN" "Three" 40 "Y" "500" 0.25 1 4 -0.847297860387204
"3116" "P253yo" "Same" "AN" "Three" 40 "Y" "600" 0.75 3 4 0.847297860387204
"3117" "P253yo" "Same" "AN" "Three" 40 "Y" "700" 0.75 3 4 0.847297860387204
"3118" "P253yo" "Same" "AN" "Three" 40 "Y" "800" 0.75 3 4 0.847297860387204
"3119" "P253yo" "Same" "AN" "Three" 40 "Y" "900" 0.75 3 4 0.847297860387204
"3120" "P253yo" "Same" "AN" "Three" 40 "Y" "1000" 0.75 3 4 0.847297860387204
"3121" "P2545yo" "Different" "A" "Four-Five" 56 "N" "100" 0 0 4 -2.19722457733622
"3122" "P2545yo" "Different" "A" "Four-Five" 56 "N" "200" 0 0 4 -2.19722457733622
"3123" "P2545yo" "Different" "A" "Four-Five" 56 "N" "300" 0.25 1 4 -0.847297860387204
"3124" "P2545yo" "Different" "A" "Four-Five" 56 "N" "400" 0.25 1 4 -0.847297860387204
"3125" "P2545yo" "Different" "A" "Four-Five" 56 "N" "500" 0.25 1 4 -0.847297860387204
"3126" "P2545yo" "Different" "A" "Four-Five" 56 "N" "600" 0.25 1 4 -0.847297860387204
"3127" "P2545yo" "Different" "A" "Four-Five" 56 "N" "700" 1 4 4 2.19722457733622
"3128" "P2545yo" "Different" "A" "Four-Five" 56 "N" "800" 1 4 4 2.19722457733622
"3129" "P2545yo" "Different" "A" "Four-Five" 56 "N" "900" 1 4 4 2.19722457733622
"3130" "P2545yo" "Different" "A" "Four-Five" 56 "N" "1000" 1 4 4 2.19722457733622
"3131" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "100" 0.5 2 4 0
"3132" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "200" 0.75 3 4 0.847297860387204
"3133" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "300" 0.75 3 4 0.847297860387204
"3134" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "400" 0.75 3 4 0.847297860387204
"3135" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "500" 0.75 3 4 0.847297860387204
"3136" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "600" 0.75 3 4 0.847297860387204
"3137" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "700" 1 4 4 2.19722457733622
"3138" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "800" 0.75 3 4 0.847297860387204
"3139" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "900" 0.75 3 4 0.847297860387204
"3140" "P2545yo" "Different" "A" "Four-Five" 56 "Y" "1000" 0.75 3 4 0.847297860387204
"3141" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "100" 0.25 1 4 -0.847297860387204
"3142" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "200" 0.25 1 4 -0.847297860387204
"3143" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "300" 0.25 1 4 -0.847297860387204
"3144" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "400" 0.25 1 4 -0.847297860387204
"3145" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "500" 0.25 1 4 -0.847297860387204
"3146" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "600" 0.5 2 4 0
"3147" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "700" 0.75 3 4 0.847297860387204
"3148" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "800" 1 4 4 2.19722457733622
"3149" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "900" 1 4 4 2.19722457733622
"3150" "P2545yo" "Different" "AN" "Four-Five" 56 "N" "1000" 1 4 4 2.19722457733622
"3151" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "100" 0.2 1 5 -1.09861228866811
"3152" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "200" 0.2 1 5 -1.09861228866811
"3153" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "300" 0.2 1 5 -1.09861228866811
"3154" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "400" 0.2 1 5 -1.09861228866811
"3155" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "500" 0.4 2 5 -0.336472236621213
"3156" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "600" 0.6 3 5 0.336472236621213
"3157" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "700" 0.6 3 5 0.336472236621213
"3158" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "800" 0.8 4 5 1.09861228866811
"3159" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "900" 1 5 5 2.39789527279837
"3160" "P2545yo" "Different" "AN" "Four-Five" 56 "Y" "1000" 1 5 5 2.39789527279837
"3161" "P2545yo" "Same" "A" "Four-Five" 56 "N" "100" 0.666666666666667 2 3 0.510825623765991
"3162" "P2545yo" "Same" "A" "Four-Five" 56 "N" "200" 0.666666666666667 2 3 0.510825623765991
"3163" "P2545yo" "Same" "A" "Four-Five" 56 "N" "300" 0.666666666666667 2 3 0.510825623765991
"3164" "P2545yo" "Same" "A" "Four-Five" 56 "N" "400" 0.666666666666667 2 3 0.510825623765991
"3165" "P2545yo" "Same" "A" "Four-Five" 56 "N" "500" 0.666666666666667 2 3 0.510825623765991
"3166" "P2545yo" "Same" "A" "Four-Five" 56 "N" "600" 1 3 3 1.94591014905531
"3167" "P2545yo" "Same" "A" "Four-Five" 56 "N" "700" 0.666666666666667 2 3 0.510825623765991
"3168" "P2545yo" "Same" "A" "Four-Five" 56 "N" "800" 0.666666666666667 2 3 0.510825623765991
"3169" "P2545yo" "Same" "A" "Four-Five" 56 "N" "900" 0.666666666666667 2 3 0.510825623765991
"3170" "P2545yo" "Same" "A" "Four-Five" 56 "N" "1000" 1 3 3 1.94591014905531
"3171" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "100" 0.4 2 5 -0.336472236621213
"3172" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "200" 0.4 2 5 -0.336472236621213
"3173" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "300" 0.4 2 5 -0.336472236621213
"3174" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "400" 0.2 1 5 -1.09861228866811
"3175" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "500" 0.6 3 5 0.336472236621213
"3176" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "600" 0.6 3 5 0.336472236621213
"3177" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "700" 0.6 3 5 0.336472236621213
"3178" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "800" 0.8 4 5 1.09861228866811
"3179" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "900" 0.8 4 5 1.09861228866811
"3180" "P2545yo" "Same" "A" "Four-Five" 56 "Y" "1000" 1 5 5 2.39789527279837
"3181" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "100" 0.333333333333333 1 3 -0.510825623765991
"3182" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "200" 0.333333333333333 1 3 -0.510825623765991
"3183" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "300" 0.333333333333333 1 3 -0.510825623765991
"3184" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "400" 0.333333333333333 1 3 -0.510825623765991
"3185" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "500" 0.333333333333333 1 3 -0.510825623765991
"3186" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "600" 0.333333333333333 1 3 -0.510825623765991
"3187" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "700" 0.333333333333333 1 3 -0.510825623765991
"3188" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "800" 0.666666666666667 2 3 0.510825623765991
"3189" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "900" 1 3 3 1.94591014905531
"3190" "P2545yo" "Same" "AN" "Four-Five" 56 "N" "1000" 1 3 3 1.94591014905531
"3191" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "100" 0.5 2 4 0
"3192" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "200" 0.5 2 4 0
"3193" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "300" 0.75 3 4 0.847297860387204
"3194" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "400" 0.75 3 4 0.847297860387204
"3195" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "500" 0.75 3 4 0.847297860387204
"3196" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "600" 0.75 3 4 0.847297860387204
"3197" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "700" 1 4 4 2.19722457733622
"3198" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "800" 1 4 4 2.19722457733622
"3199" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "900" 0.75 3 4 0.847297860387204
"3200" "P2545yo" "Same" "AN" "Four-Five" 56 "Y" "1000" 0.75 3 4 0.847297860387204
"3201" "P263yo" "Different" "A" "Three" 40 "N" "100" 0.6 3 5 0.336472236621213
"3202" "P263yo" "Different" "A" "Three" 40 "N" "200" 0.6 3 5 0.336472236621213
"3203" "P263yo" "Different" "A" "Three" 40 "N" "300" 0.4 2 5 -0.336472236621213
"3204" "P263yo" "Different" "A" "Three" 40 "N" "400" 0.4 2 5 -0.336472236621213
"3205" "P263yo" "Different" "A" "Three" 40 "N" "500" 0.2 1 5 -1.09861228866811
"3206" "P263yo" "Different" "A" "Three" 40 "N" "600" 0.2 1 5 -1.09861228866811
"3207" "P263yo" "Different" "A" "Three" 40 "N" "700" 0.4 2 5 -0.336472236621213
"3208" "P263yo" "Different" "A" "Three" 40 "N" "800" 0.4 2 5 -0.336472236621213
"3209" "P263yo" "Different" "A" "Three" 40 "N" "900" 0.6 3 5 0.336472236621213
"3210" "P263yo" "Different" "A" "Three" 40 "N" "1000" 0.8 4 5 1.09861228866811
"3211" "P263yo" "Different" "A" "Three" 40 "Y" "100" 0.5 2 4 0
"3212" "P263yo" "Different" "A" "Three" 40 "Y" "200" 0.5 2 4 0
"3213" "P263yo" "Different" "A" "Three" 40 "Y" "300" 0.5 2 4 0
"3214" "P263yo" "Different" "A" "Three" 40 "Y" "400" 0.5 2 4 0
"3215" "P263yo" "Different" "A" "Three" 40 "Y" "500" 0.75 3 4 0.847297860387204
"3216" "P263yo" "Different" "A" "Three" 40 "Y" "600" 0.75 3 4 0.847297860387204
"3217" "P263yo" "Different" "A" "Three" 40 "Y" "700" 0.75 3 4 0.847297860387204
"3218" "P263yo" "Different" "A" "Three" 40 "Y" "800" 1 4 4 2.19722457733622
"3219" "P263yo" "Different" "A" "Three" 40 "Y" "900" 1 4 4 2.19722457733622
"3220" "P263yo" "Different" "A" "Three" 40 "Y" "1000" 1 4 4 2.19722457733622
"3221" "P263yo" "Different" "AN" "Three" 40 "N" "100" 0.25 1 4 -0.847297860387204
"3222" "P263yo" "Different" "AN" "Three" 40 "N" "200" 0.25 1 4 -0.847297860387204
"3223" "P263yo" "Different" "AN" "Three" 40 "N" "300" 0.25 1 4 -0.847297860387204
"3224" "P263yo" "Different" "AN" "Three" 40 "N" "400" 0.25 1 4 -0.847297860387204
"3225" "P263yo" "Different" "AN" "Three" 40 "N" "500" 0.25 1 4 -0.847297860387204
"3226" "P263yo" "Different" "AN" "Three" 40 "N" "600" 0.25 1 4 -0.847297860387204
"3227" "P263yo" "Different" "AN" "Three" 40 "N" "700" 1 4 4 2.19722457733622
"3228" "P263yo" "Different" "AN" "Three" 40 "N" "800" 1 4 4 2.19722457733622
"3229" "P263yo" "Different" "AN" "Three" 40 "N" "900" 1 4 4 2.19722457733622
"3230" "P263yo" "Different" "AN" "Three" 40 "N" "1000" 1 4 4 2.19722457733622
"3231" "P263yo" "Different" "AN" "Three" 40 "Y" "100" 0.8 4 5 1.09861228866811
"3232" "P263yo" "Different" "AN" "Three" 40 "Y" "200" 0.8 4 5 1.09861228866811
"3233" "P263yo" "Different" "AN" "Three" 40 "Y" "300" 0.6 3 5 0.336472236621213
"3234" "P263yo" "Different" "AN" "Three" 40 "Y" "400" 0.6 3 5 0.336472236621213
"3235" "P263yo" "Different" "AN" "Three" 40 "Y" "500" 0.8 4 5 1.09861228866811
"3236" "P263yo" "Different" "AN" "Three" 40 "Y" "600" 0.8 4 5 1.09861228866811
"3237" "P263yo" "Different" "AN" "Three" 40 "Y" "700" 0.8 4 5 1.09861228866811
"3238" "P263yo" "Different" "AN" "Three" 40 "Y" "800" 1 5 5 2.39789527279837
"3239" "P263yo" "Different" "AN" "Three" 40 "Y" "900" 1 5 5 2.39789527279837
"3240" "P263yo" "Different" "AN" "Three" 40 "Y" "1000" 1 5 5 2.39789527279837
"3241" "P263yo" "Same" "A" "Three" 40 "N" "100" 0.75 3 4 0.847297860387204
"3242" "P263yo" "Same" "A" "Three" 40 "N" "200" 0.75 3 4 0.847297860387204
"3243" "P263yo" "Same" "A" "Three" 40 "N" "300" 0.75 3 4 0.847297860387204
"3244" "P263yo" "Same" "A" "Three" 40 "N" "400" 0.75 3 4 0.847297860387204
"3245" "P263yo" "Same" "A" "Three" 40 "N" "500" 0.75 3 4 0.847297860387204
"3246" "P263yo" "Same" "A" "Three" 40 "N" "600" 0.75 3 4 0.847297860387204
"3247" "P263yo" "Same" "A" "Three" 40 "N" "700" 0.75 3 4 0.847297860387204
"3248" "P263yo" "Same" "A" "Three" 40 "N" "800" 0.75 3 4 0.847297860387204
"3249" "P263yo" "Same" "A" "Three" 40 "N" "900" 0.75 3 4 0.847297860387204
"3250" "P263yo" "Same" "A" "Three" 40 "N" "1000" 1 4 4 2.19722457733622
"3251" "P263yo" "Same" "A" "Three" 40 "Y" "100" 0.666666666666667 2 3 0.510825623765991
"3252" "P263yo" "Same" "A" "Three" 40 "Y" "200" 0.666666666666667 2 3 0.510825623765991
"3253" "P263yo" "Same" "A" "Three" 40 "Y" "300" 0.666666666666667 2 3 0.510825623765991
"3254" "P263yo" "Same" "A" "Three" 40 "Y" "400" 0.666666666666667 2 3 0.510825623765991
"3255" "P263yo" "Same" "A" "Three" 40 "Y" "500" 0.666666666666667 2 3 0.510825623765991
"3256" "P263yo" "Same" "A" "Three" 40 "Y" "600" 0.666666666666667 2 3 0.510825623765991
"3257" "P263yo" "Same" "A" "Three" 40 "Y" "700" 1 3 3 1.94591014905531
"3258" "P263yo" "Same" "A" "Three" 40 "Y" "800" 1 3 3 1.94591014905531
"3259" "P263yo" "Same" "A" "Three" 40 "Y" "900" 1 3 3 1.94591014905531
"3260" "P263yo" "Same" "A" "Three" 40 "Y" "1000" 1 3 3 1.94591014905531
"3261" "P263yo" "Same" "AN" "Three" 40 "N" "100" 0.4 2 5 -0.336472236621213
"3262" "P263yo" "Same" "AN" "Three" 40 "N" "200" 0.4 2 5 -0.336472236621213
"3263" "P263yo" "Same" "AN" "Three" 40 "N" "300" 0.2 1 5 -1.09861228866811
"3264" "P263yo" "Same" "AN" "Three" 40 "N" "400" 0.2 1 5 -1.09861228866811
"3265" "P263yo" "Same" "AN" "Three" 40 "N" "500" 0.2 1 5 -1.09861228866811
"3266" "P263yo" "Same" "AN" "Three" 40 "N" "600" 0.2 1 5 -1.09861228866811
"3267" "P263yo" "Same" "AN" "Three" 40 "N" "700" 0.4 2 5 -0.336472236621213
"3268" "P263yo" "Same" "AN" "Three" 40 "N" "800" 0.4 2 5 -0.336472236621213
"3269" "P263yo" "Same" "AN" "Three" 40 "N" "900" 0.6 3 5 0.336472236621213
"3270" "P263yo" "Same" "AN" "Three" 40 "N" "1000" 0.8 4 5 1.09861228866811
"3271" "P263yo" "Same" "AN" "Three" 40 "Y" "100" 0.6 3 5 0.336472236621213
"3272" "P263yo" "Same" "AN" "Three" 40 "Y" "200" 0.6 3 5 0.336472236621213
"3273" "P263yo" "Same" "AN" "Three" 40 "Y" "300" 0.8 4 5 1.09861228866811
"3274" "P263yo" "Same" "AN" "Three" 40 "Y" "400" 0.8 4 5 1.09861228866811
"3275" "P263yo" "Same" "AN" "Three" 40 "Y" "500" 0.8 4 5 1.09861228866811
"3276" "P263yo" "Same" "AN" "Three" 40 "Y" "600" 0.6 3 5 0.336472236621213
"3277" "P263yo" "Same" "AN" "Three" 40 "Y" "700" 0.8 4 5 1.09861228866811
"3278" "P263yo" "Same" "AN" "Three" 40 "Y" "800" 1 5 5 2.39789527279837
"3279" "P263yo" "Same" "AN" "Three" 40 "Y" "900" 1 5 5 2.39789527279837
"3280" "P263yo" "Same" "AN" "Three" 40 "Y" "1000" 1 5 5 2.39789527279837
"3281" "P2645yo" "Different" "A" "Four-Five" 57 "N" "100" 0.4 2 5 -0.336472236621213
"3282" "P2645yo" "Different" "A" "Four-Five" 57 "N" "200" 0.4 2 5 -0.336472236621213
"3283" "P2645yo" "Different" "A" "Four-Five" 57 "N" "300" 0.4 2 5 -0.336472236621213
"3284" "P2645yo" "Different" "A" "Four-Five" 57 "N" "400" 0.4 2 5 -0.336472236621213
"3285" "P2645yo" "Different" "A" "Four-Five" 57 "N" "500" 0.4 2 5 -0.336472236621213
"3286" "P2645yo" "Different" "A" "Four-Five" 57 "N" "600" 0.6 3 5 0.336472236621213
"3287" "P2645yo" "Different" "A" "Four-Five" 57 "N" "700" 0.8 4 5 1.09861228866811
"3288" "P2645yo" "Different" "A" "Four-Five" 57 "N" "800" 0.8 4 5 1.09861228866811
"3289" "P2645yo" "Different" "A" "Four-Five" 57 "N" "900" 0.8 4 5 1.09861228866811
"3290" "P2645yo" "Different" "A" "Four-Five" 57 "N" "1000" 0.6 3 5 0.336472236621213
"3291" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "100" 0.6 3 5 0.336472236621213
"3292" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "200" 0.6 3 5 0.336472236621213
"3293" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "300" 0.6 3 5 0.336472236621213
"3294" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "400" 0.6 3 5 0.336472236621213
"3295" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "500" 0.6 3 5 0.336472236621213
"3296" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "600" 0.6 3 5 0.336472236621213
"3297" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "700" 0.6 3 5 0.336472236621213
"3298" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "800" 0.6 3 5 0.336472236621213
"3299" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "900" 0.6 3 5 0.336472236621213
"3300" "P2645yo" "Different" "A" "Four-Five" 57 "Y" "1000" 0.8 4 5 1.09861228866811
"3301" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "100" 0.75 3 4 0.847297860387204
"3302" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "200" 0.75 3 4 0.847297860387204
"3303" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "300" 0.75 3 4 0.847297860387204
"3304" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "400" 0.75 3 4 0.847297860387204
"3305" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "500" 0.75 3 4 0.847297860387204
"3306" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "600" 0.5 2 4 0
"3307" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "700" 0.5 2 4 0
"3308" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "800" 0.75 3 4 0.847297860387204
"3309" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "900" 1 4 4 2.19722457733622
"3310" "P2645yo" "Different" "AN" "Four-Five" 57 "N" "1000" 1 4 4 2.19722457733622
"3311" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "100" 1 5 5 2.39789527279837
"3312" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "200" 1 5 5 2.39789527279837
"3313" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "300" 1 5 5 2.39789527279837
"3314" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "400" 1 5 5 2.39789527279837
"3315" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "500" 1 5 5 2.39789527279837
"3316" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "600" 1 5 5 2.39789527279837
"3317" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "700" 0.8 4 5 1.09861228866811
"3318" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "800" 0.8 4 5 1.09861228866811
"3319" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "900" 0.6 3 5 0.336472236621213
"3320" "P2645yo" "Different" "AN" "Four-Five" 57 "Y" "1000" 0.4 2 5 -0.336472236621213
"3321" "P2645yo" "Same" "A" "Four-Five" 57 "N" "100" 0.6 3 5 0.336472236621213
"3322" "P2645yo" "Same" "A" "Four-Five" 57 "N" "200" 0.6 3 5 0.336472236621213
"3323" "P2645yo" "Same" "A" "Four-Five" 57 "N" "300" 0.4 2 5 -0.336472236621213
"3324" "P2645yo" "Same" "A" "Four-Five" 57 "N" "400" 0.4 2 5 -0.336472236621213
"3325" "P2645yo" "Same" "A" "Four-Five" 57 "N" "500" 0.4 2 5 -0.336472236621213
"3326" "P2645yo" "Same" "A" "Four-Five" 57 "N" "600" 0.2 1 5 -1.09861228866811
"3327" "P2645yo" "Same" "A" "Four-Five" 57 "N" "700" 0.2 1 5 -1.09861228866811
"3328" "P2645yo" "Same" "A" "Four-Five" 57 "N" "800" 0.6 3 5 0.336472236621213
"3329" "P2645yo" "Same" "A" "Four-Five" 57 "N" "900" 0.8 4 5 1.09861228866811
"3330" "P2645yo" "Same" "A" "Four-Five" 57 "N" "1000" 1 5 5 2.39789527279837
"3331" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "100" 1 5 5 2.39789527279837
"3332" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "200" 1 5 5 2.39789527279837
"3333" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "300" 1 5 5 2.39789527279837
"3334" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "400" 1 5 5 2.39789527279837
"3335" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "500" 1 5 5 2.39789527279837
"3336" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "600" 0.8 4 5 1.09861228866811
"3337" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "700" 0.8 4 5 1.09861228866811
"3338" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "800" 0.8 4 5 1.09861228866811
"3339" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "900" 0.8 4 5 1.09861228866811
"3340" "P2645yo" "Same" "A" "Four-Five" 57 "Y" "1000" 0.8 4 5 1.09861228866811
