"ItemN" "Onset" "Determiner" "Agecat" "OldNew" "variable" "TARGETFIXBIN.m" "yT" "N_T" "elogT"
"911" 12 "Different" "AN" "Three" "Y" "100" 0.352941176470588 6 17 -0.570544858467613
"912" 12 "Different" "AN" "Three" "Y" "200" 0.411764705882353 7 17 -0.336472236621213
"913" 12 "Different" "AN" "Three" "Y" "300" 0.352941176470588 6 17 -0.570544858467613
"914" 12 "Different" "AN" "Three" "Y" "400" 0.294117647058824 5 17 -0.82098055206983
"915" 12 "Different" "AN" "Three" "Y" "500" 0.294117647058824 5 17 -0.82098055206983
"916" 12 "Different" "AN" "Three" "Y" "600" 0.470588235294118 8 17 -0.111225635110224
"917" 12 "Different" "AN" "Three" "Y" "700" 0.588235294117647 10 17 0.336472236621213
"918" 12 "Different" "AN" "Three" "Y" "800" 0.705882352941177 12 17 0.82098055206983
"919" 12 "Different" "AN" "Three" "Y" "900" 0.764705882352941 13 17 1.09861228866811
"920" 12 "Different" "AN" "Three" "Y" "1000" 0.705882352941177 12 17 0.82098055206983
"921" 12 "Same" "AN" "Four-Five" "N" "100" 0.368421052631579 7 19 -0.510825623765991
"922" 12 "Same" "AN" "Four-Five" "N" "200" 0.421052631578947 8 19 -0.302280871872934
"923" 12 "Same" "AN" "Four-Five" "N" "300" 0.421052631578947 8 19 -0.302280871872934
"924" 12 "Same" "AN" "Four-Five" "N" "400" 0.421052631578947 8 19 -0.302280871872934
"925" 12 "Same" "AN" "Four-Five" "N" "500" 0.315789473684211 6 19 -0.730887508542792
"926" 12 "Same" "AN" "Four-Five" "N" "600" 0.315789473684211 6 19 -0.730887508542792
"927" 12 "Same" "AN" "Four-Five" "N" "700" 0.473684210526316 9 19 -0.100083458556983
"928" 12 "Same" "AN" "Four-Five" "N" "800" 0.631578947368421 12 19 0.510825623765991
"929" 12 "Same" "AN" "Four-Five" "N" "900" 0.842105263157895 16 19 1.55059741241117
"930" 12 "Same" "AN" "Four-Five" "N" "1000" 0.894736842105263 17 19 1.94591014905531
"931" 12 "Same" "AN" "Four-Five" "Y" "100" 0.352941176470588 6 17 -0.570544858467613
"932" 12 "Same" "AN" "Four-Five" "Y" "200" 0.352941176470588 6 17 -0.570544858467613
"933" 12 "Same" "AN" "Four-Five" "Y" "300" 0.352941176470588 6 17 -0.570544858467613
"934" 12 "Same" "AN" "Four-Five" "Y" "400" 0.411764705882353 7 17 -0.336472236621213
"935" 12 "Same" "AN" "Four-Five" "Y" "500" 0.529411764705882 9 17 0.111225635110224
"936" 12 "Same" "AN" "Four-Five" "Y" "600" 0.529411764705882 9 17 0.111225635110224
"937" 12 "Same" "AN" "Four-Five" "Y" "700" 0.588235294117647 10 17 0.336472236621213
"938" 12 "Same" "AN" "Four-Five" "Y" "800" 0.647058823529412 11 17 0.570544858467613
"939" 12 "Same" "AN" "Four-Five" "Y" "900" 0.647058823529412 11 17 0.570544858467613
"940" 12 "Same" "AN" "Four-Five" "Y" "1000" 0.823529411764706 14 17 1.42138568093116
"941" 12 "Same" "AN" "Three" "N" "100" 0.263157894736842 5 19 -0.969400557188104
"942" 12 "Same" "AN" "Three" "N" "200" 0.263157894736842 5 19 -0.969400557188104
"943" 12 "Same" "AN" "Three" "N" "300" 0.263157894736842 5 19 -0.969400557188104
"944" 12 "Same" "AN" "Three" "N" "400" 0.263157894736842 5 19 -0.969400557188104
"945" 12 "Same" "AN" "Three" "N" "500" 0.263157894736842 5 19 -0.969400557188104
"946" 12 "Same" "AN" "Three" "N" "600" 0.315789473684211 6 19 -0.730887508542792
"947" 12 "Same" "AN" "Three" "N" "700" 0.421052631578947 8 19 -0.302280871872934
"948" 12 "Same" "AN" "Three" "N" "800" 0.578947368421053 11 19 0.302280871872934
"949" 12 "Same" "AN" "Three" "N" "900" 0.631578947368421 12 19 0.510825623765991
"950" 12 "Same" "AN" "Three" "N" "1000" 0.631578947368421 12 19 0.510825623765991
"951" 12 "Same" "AN" "Three" "Y" "100" 0.235294117647059 4 17 -1.09861228866811
"952" 12 "Same" "AN" "Three" "Y" "200" 0.294117647058824 5 17 -0.82098055206983
"953" 12 "Same" "AN" "Three" "Y" "300" 0.294117647058824 5 17 -0.82098055206983
"954" 12 "Same" "AN" "Three" "Y" "400" 0.294117647058824 5 17 -0.82098055206983
"955" 12 "Same" "AN" "Three" "Y" "500" 0.294117647058824 5 17 -0.82098055206983
"956" 12 "Same" "AN" "Three" "Y" "600" 0.470588235294118 8 17 -0.111225635110224
"957" 12 "Same" "AN" "Three" "Y" "700" 0.588235294117647 10 17 0.336472236621213
"958" 12 "Same" "AN" "Three" "Y" "800" 0.588235294117647 10 17 0.336472236621213
"959" 12 "Same" "AN" "Three" "Y" "900" 0.823529411764706 14 17 1.42138568093116
"960" 12 "Same" "AN" "Three" "Y" "1000" 0.823529411764706 14 17 1.42138568093116
"961" 13 "Different" "AN" "Four-Five" "N" "100" 0.411764705882353 7 17 -0.336472236621213
"962" 13 "Different" "AN" "Four-Five" "N" "200" 0.411764705882353 7 17 -0.336472236621213
"963" 13 "Different" "AN" "Four-Five" "N" "300" 0.411764705882353 7 17 -0.336472236621213
"964" 13 "Different" "AN" "Four-Five" "N" "400" 0.411764705882353 7 17 -0.336472236621213
"965" 13 "Different" "AN" "Four-Five" "N" "500" 0.470588235294118 8 17 -0.111225635110224
"966" 13 "Different" "AN" "Four-Five" "N" "600" 0.588235294117647 10 17 0.336472236621213
"967" 13 "Different" "AN" "Four-Five" "N" "700" 0.764705882352941 13 17 1.09861228866811
"968" 13 "Different" "AN" "Four-Five" "N" "800" 0.764705882352941 13 17 1.09861228866811
"969" 13 "Different" "AN" "Four-Five" "N" "900" 0.823529411764706 14 17 1.42138568093116
"970" 13 "Different" "AN" "Four-Five" "N" "1000" 0.882352941176471 15 17 1.82454929205105
"971" 13 "Different" "AN" "Four-Five" "Y" "100" 0.45 9 20 -0.191055236762709
"972" 13 "Different" "AN" "Four-Five" "Y" "200" 0.45 9 20 -0.191055236762709
"973" 13 "Different" "AN" "Four-Five" "Y" "300" 0.35 7 20 -0.587786664902119
"974" 13 "Different" "AN" "Four-Five" "Y" "400" 0.3 6 20 -0.802346472524937
"975" 13 "Different" "AN" "Four-Five" "Y" "500" 0.35 7 20 -0.587786664902119
"976" 13 "Different" "AN" "Four-Five" "Y" "600" 0.6 12 20 0.385662480811985
"977" 13 "Different" "AN" "Four-Five" "Y" "700" 0.8 16 20 1.29928298413026
"978" 13 "Different" "AN" "Four-Five" "Y" "800" 0.9 18 20 2.00148000021012
"979" 13 "Different" "AN" "Four-Five" "Y" "900" 0.8 16 20 1.29928298413026
"980" 13 "Different" "AN" "Four-Five" "Y" "1000" 0.95 19 20 2.56494935746154
"981" 13 "Different" "AN" "Three" "N" "100" 0.176470588235294 3 17 -1.42138568093116
"982" 13 "Different" "AN" "Three" "N" "200" 0.235294117647059 4 17 -1.09861228866811
"983" 13 "Different" "AN" "Three" "N" "300" 0.235294117647059 4 17 -1.09861228866811
"984" 13 "Different" "AN" "Three" "N" "400" 0.176470588235294 3 17 -1.42138568093116
"985" 13 "Different" "AN" "Three" "N" "500" 0.352941176470588 6 17 -0.570544858467613
"986" 13 "Different" "AN" "Three" "N" "600" 0.470588235294118 8 17 -0.111225635110224
"987" 13 "Different" "AN" "Three" "N" "700" 0.588235294117647 10 17 0.336472236621213
"988" 13 "Different" "AN" "Three" "N" "800" 0.529411764705882 9 17 0.111225635110224
"989" 13 "Different" "AN" "Three" "N" "900" 0.529411764705882 9 17 0.111225635110224
"990" 13 "Different" "AN" "Three" "N" "1000" 0.588235294117647 10 17 0.336472236621213
"991" 13 "Different" "AN" "Three" "Y" "100" 0.444444444444444 8 18 -0.211309093667207
"992" 13 "Different" "AN" "Three" "Y" "200" 0.555555555555556 10 18 0.211309093667207
"993" 13 "Different" "AN" "Three" "Y" "300" 0.611111111111111 11 18 0.42744401482694
"994" 13 "Different" "AN" "Three" "Y" "400" 0.611111111111111 11 18 0.42744401482694
"995" 13 "Different" "AN" "Three" "Y" "500" 0.666666666666667 12 18 0.653926467406664
"996" 13 "Different" "AN" "Three" "Y" "600" 0.722222222222222 13 18 0.897941593205959
"997" 13 "Different" "AN" "Three" "Y" "700" 0.833333333333333 15 18 1.48807705542983
"998" 13 "Different" "AN" "Three" "Y" "800" 0.888888888888889 16 18 1.88706964903238
"999" 13 "Different" "AN" "Three" "Y" "900" 0.944444444444444 17 18 2.4567357728213
"1000" 13 "Different" "AN" "Three" "Y" "1000" 0.888888888888889 16 18 1.88706964903238
"1001" 13 "Same" "AN" "Four-Five" "N" "100" 0.4375 7 16 -0.23638877806423
"1002" 13 "Same" "AN" "Four-Five" "N" "200" 0.625 10 16 0.479573080261886
"1003" 13 "Same" "AN" "Four-Five" "N" "300" 0.625 10 16 0.479573080261886
"1004" 13 "Same" "AN" "Four-Five" "N" "400" 0.625 10 16 0.479573080261886
"1005" 13 "Same" "AN" "Four-Five" "N" "500" 0.625 10 16 0.479573080261886
"1006" 13 "Same" "AN" "Four-Five" "N" "600" 0.625 10 16 0.479573080261886
"1007" 13 "Same" "AN" "Four-Five" "N" "700" 0.6875 11 16 0.737598943130779
"1008" 13 "Same" "AN" "Four-Five" "N" "800" 0.75 12 16 1.02165124753198
"1009" 13 "Same" "AN" "Four-Five" "N" "900" 0.75 12 16 1.02165124753198
"1010" 13 "Same" "AN" "Four-Five" "N" "1000" 0.6875 11 16 0.737598943130779
"1011" 13 "Same" "AN" "Four-Five" "Y" "100" 0.6 9 15 0.379489621704904
"1012" 13 "Same" "AN" "Four-Five" "Y" "200" 0.6 9 15 0.379489621704904
"1013" 13 "Same" "AN" "Four-Five" "Y" "300" 0.533333333333333 8 15 0.125163142954006
"1014" 13 "Same" "AN" "Four-Five" "Y" "400" 0.466666666666667 7 15 -0.125163142954006
"1015" 13 "Same" "AN" "Four-Five" "Y" "500" 0.533333333333333 8 15 0.125163142954006
"1016" 13 "Same" "AN" "Four-Five" "Y" "600" 0.466666666666667 7 15 -0.125163142954006
"1017" 13 "Same" "AN" "Four-Five" "Y" "700" 0.666666666666667 10 15 0.646627164925052
"1018" 13 "Same" "AN" "Four-Five" "Y" "800" 0.666666666666667 10 15 0.646627164925052
"1019" 13 "Same" "AN" "Four-Five" "Y" "900" 0.866666666666667 13 15 1.68639895357023
"1020" 13 "Same" "AN" "Four-Five" "Y" "1000" 0.933333333333333 14 15 2.26868354131836
"1021" 13 "Same" "AN" "Three" "N" "100" 0.578947368421053 11 19 0.302280871872934
"1022" 13 "Same" "AN" "Three" "N" "200" 0.684210526315789 13 19 0.730887508542792
"1023" 13 "Same" "AN" "Three" "N" "300" 0.684210526315789 13 19 0.730887508542792
"1024" 13 "Same" "AN" "Three" "N" "400" 0.684210526315789 13 19 0.730887508542792
"1025" 13 "Same" "AN" "Three" "N" "500" 0.631578947368421 12 19 0.510825623765991
"1026" 13 "Same" "AN" "Three" "N" "600" 0.578947368421053 11 19 0.302280871872934
"1027" 13 "Same" "AN" "Three" "N" "700" 0.578947368421053 11 19 0.302280871872934
"1028" 13 "Same" "AN" "Three" "N" "800" 0.578947368421053 11 19 0.302280871872934
"1029" 13 "Same" "AN" "Three" "N" "900" 0.526315789473684 10 19 0.100083458556983
"1030" 13 "Same" "AN" "Three" "N" "1000" 0.631578947368421 12 19 0.510825623765991
"1031" 13 "Same" "AN" "Three" "Y" "100" 0.35 7 20 -0.587786664902119
"1032" 13 "Same" "AN" "Three" "Y" "200" 0.4 8 20 -0.385662480811985
"1033" 13 "Same" "AN" "Three" "Y" "300" 0.45 9 20 -0.191055236762709
"1034" 13 "Same" "AN" "Three" "Y" "400" 0.45 9 20 -0.191055236762709
"1035" 13 "Same" "AN" "Three" "Y" "500" 0.5 10 20 0
"1036" 13 "Same" "AN" "Three" "Y" "600" 0.5 10 20 0
"1037" 13 "Same" "AN" "Three" "Y" "700" 0.5 10 20 0
"1038" 13 "Same" "AN" "Three" "Y" "800" 0.6 12 20 0.385662480811985
"1039" 13 "Same" "AN" "Three" "Y" "900" 0.6 12 20 0.385662480811985
"1040" 13 "Same" "AN" "Three" "Y" "1000" 0.7 14 20 0.802346472524937
"1041" 14 "Different" "A" "Four-Five" "N" "100" 0.333333333333333 6 18 -0.653926467406664
"1042" 14 "Different" "A" "Four-Five" "N" "200" 0.388888888888889 7 18 -0.42744401482694
"1043" 14 "Different" "A" "Four-Five" "N" "300" 0.444444444444444 8 18 -0.211309093667207
"1044" 14 "Different" "A" "Four-Five" "N" "400" 0.444444444444444 8 18 -0.211309093667207
"1045" 14 "Different" "A" "Four-Five" "N" "500" 0.444444444444444 8 18 -0.211309093667207
"1046" 14 "Different" "A" "Four-Five" "N" "600" 0.5 9 18 0
"1047" 14 "Different" "A" "Four-Five" "N" "700" 0.555555555555556 10 18 0.211309093667207
"1048" 14 "Different" "A" "Four-Five" "N" "800" 0.722222222222222 13 18 0.897941593205959
"1049" 14 "Different" "A" "Four-Five" "N" "900" 0.833333333333333 15 18 1.48807705542983
"1050" 14 "Different" "A" "Four-Five" "N" "1000" 0.888888888888889 16 18 1.88706964903238
"1051" 14 "Different" "A" "Four-Five" "Y" "100" 0.722222222222222 13 18 0.897941593205959
"1052" 14 "Different" "A" "Four-Five" "Y" "200" 0.777777777777778 14 18 1.17007125265025
"1053" 14 "Different" "A" "Four-Five" "Y" "300" 0.777777777777778 14 18 1.17007125265025
"1054" 14 "Different" "A" "Four-Five" "Y" "400" 0.777777777777778 14 18 1.17007125265025
"1055" 14 "Different" "A" "Four-Five" "Y" "500" 0.722222222222222 13 18 0.897941593205959
"1056" 14 "Different" "A" "Four-Five" "Y" "600" 0.833333333333333 15 18 1.48807705542983
"1057" 14 "Different" "A" "Four-Five" "Y" "700" 0.944444444444444 17 18 2.4567357728213
"1058" 14 "Different" "A" "Four-Five" "Y" "800" 0.888888888888889 16 18 1.88706964903238
"1059" 14 "Different" "A" "Four-Five" "Y" "900" 0.611111111111111 11 18 0.42744401482694
"1060" 14 "Different" "A" "Four-Five" "Y" "1000" 0.833333333333333 15 18 1.48807705542983
"1061" 14 "Different" "A" "Three" "N" "100" 0.0555555555555556 1 18 -2.4567357728213
"1062" 14 "Different" "A" "Three" "N" "200" 0.111111111111111 2 18 -1.88706964903238
"1063" 14 "Different" "A" "Three" "N" "300" 0.166666666666667 3 18 -1.48807705542983
"1064" 14 "Different" "A" "Three" "N" "400" 0.166666666666667 3 18 -1.48807705542983
"1065" 14 "Different" "A" "Three" "N" "500" 0.222222222222222 4 18 -1.17007125265025
"1066" 14 "Different" "A" "Three" "N" "600" 0.222222222222222 4 18 -1.17007125265025
"1067" 14 "Different" "A" "Three" "N" "700" 0.444444444444444 8 18 -0.211309093667207
"1068" 14 "Different" "A" "Three" "N" "800" 0.611111111111111 11 18 0.42744401482694
"1069" 14 "Different" "A" "Three" "N" "900" 0.666666666666667 12 18 0.653926467406664
"1070" 14 "Different" "A" "Three" "N" "1000" 0.666666666666667 12 18 0.653926467406664
"1071" 14 "Different" "A" "Three" "Y" "100" 0.470588235294118 8 17 -0.111225635110224
"1072" 14 "Different" "A" "Three" "Y" "200" 0.588235294117647 10 17 0.336472236621213
"1073" 14 "Different" "A" "Three" "Y" "300" 0.529411764705882 9 17 0.111225635110224
"1074" 14 "Different" "A" "Three" "Y" "400" 0.470588235294118 8 17 -0.111225635110224
"1075" 14 "Different" "A" "Three" "Y" "500" 0.529411764705882 9 17 0.111225635110224
"1076" 14 "Different" "A" "Three" "Y" "600" 0.588235294117647 10 17 0.336472236621213
"1077" 14 "Different" "A" "Three" "Y" "700" 0.823529411764706 14 17 1.42138568093116
"1078" 14 "Different" "A" "Three" "Y" "800" 0.941176470588235 16 17 2.39789527279837
"1079" 14 "Different" "A" "Three" "Y" "900" 0.941176470588235 16 17 2.39789527279837
"1080" 14 "Different" "A" "Three" "Y" "1000" 0.882352941176471 15 17 1.82454929205105
"1081" 14 "Same" "A" "Four-Five" "N" "100" 0.263157894736842 5 19 -0.969400557188104
"1082" 14 "Same" "A" "Four-Five" "N" "200" 0.263157894736842 5 19 -0.969400557188104
"1083" 14 "Same" "A" "Four-Five" "N" "300" 0.210526315789474 4 19 -1.23676262714893
"1084" 14 "Same" "A" "Four-Five" "N" "400" 0.210526315789474 4 19 -1.23676262714893
"1085" 14 "Same" "A" "Four-Five" "N" "500" 0.210526315789474 4 19 -1.23676262714893
"1086" 14 "Same" "A" "Four-Five" "N" "600" 0.263157894736842 5 19 -0.969400557188104
"1087" 14 "Same" "A" "Four-Five" "N" "700" 0.421052631578947 8 19 -0.302280871872934
"1088" 14 "Same" "A" "Four-Five" "N" "800" 0.526315789473684 10 19 0.100083458556983
"1089" 14 "Same" "A" "Four-Five" "N" "900" 0.684210526315789 13 19 0.730887508542792
"1090" 14 "Same" "A" "Four-Five" "N" "1000" 0.789473684210526 15 19 1.23676262714893
"1091" 14 "Same" "A" "Four-Five" "Y" "100" 0.473684210526316 9 19 -0.100083458556983
"1092" 14 "Same" "A" "Four-Five" "Y" "200" 0.526315789473684 10 19 0.100083458556983
"1093" 14 "Same" "A" "Four-Five" "Y" "300" 0.526315789473684 10 19 0.100083458556983
"1094" 14 "Same" "A" "Four-Five" "Y" "400" 0.526315789473684 10 19 0.100083458556983
"1095" 14 "Same" "A" "Four-Five" "Y" "500" 0.578947368421053 11 19 0.302280871872934
"1096" 14 "Same" "A" "Four-Five" "Y" "600" 0.631578947368421 12 19 0.510825623765991
"1097" 14 "Same" "A" "Four-Five" "Y" "700" 0.789473684210526 15 19 1.23676262714893
"1098" 14 "Same" "A" "Four-Five" "Y" "800" 0.894736842105263 17 19 1.94591014905531
"1099" 14 "Same" "A" "Four-Five" "Y" "900" 0.842105263157895 16 19 1.55059741241117
"1100" 14 "Same" "A" "Four-Five" "Y" "1000" 0.894736842105263 17 19 1.94591014905531
"1101" 14 "Same" "A" "Three" "N" "100" 0.368421052631579 7 19 -0.510825623765991
"1102" 14 "Same" "A" "Three" "N" "200" 0.526315789473684 10 19 0.100083458556983
"1103" 14 "Same" "A" "Three" "N" "300" 0.526315789473684 10 19 0.100083458556983
"1104" 14 "Same" "A" "Three" "N" "400" 0.473684210526316 9 19 -0.100083458556983
"1105" 14 "Same" "A" "Three" "N" "500" 0.526315789473684 10 19 0.100083458556983
"1106" 14 "Same" "A" "Three" "N" "600" 0.473684210526316 9 19 -0.100083458556983
"1107" 14 "Same" "A" "Three" "N" "700" 0.526315789473684 10 19 0.100083458556983
"1108" 14 "Same" "A" "Three" "N" "800" 0.684210526315789 13 19 0.730887508542792
"1109" 14 "Same" "A" "Three" "N" "900" 0.789473684210526 15 19 1.23676262714893
"1110" 14 "Same" "A" "Three" "N" "1000" 0.789473684210526 15 19 1.23676262714893
"1111" 14 "Same" "A" "Three" "Y" "100" 0.6 9 15 0.379489621704904
"1112" 14 "Same" "A" "Three" "Y" "200" 0.666666666666667 10 15 0.646627164925052
"1113" 14 "Same" "A" "Three" "Y" "300" 0.666666666666667 10 15 0.646627164925052
"1114" 14 "Same" "A" "Three" "Y" "400" 0.6 9 15 0.379489621704904
"1115" 14 "Same" "A" "Three" "Y" "500" 0.666666666666667 10 15 0.646627164925052
"1116" 14 "Same" "A" "Three" "Y" "600" 0.733333333333333 11 15 0.93826963859293
"1117" 14 "Same" "A" "Three" "Y" "700" 0.866666666666667 13 15 1.68639895357023
"1118" 14 "Same" "A" "Three" "Y" "800" 0.866666666666667 13 15 1.68639895357023
"1119" 14 "Same" "A" "Three" "Y" "900" 0.866666666666667 13 15 1.68639895357023
"1120" 14 "Same" "A" "Three" "Y" "1000" 0.866666666666667 13 15 1.68639895357023
"1121" 15 "Different" "AN" "Four-Five" "N" "100" 0.666666666666667 12 18 0.653926467406664
"1122" 15 "Different" "AN" "Four-Five" "N" "200" 0.722222222222222 13 18 0.897941593205959
"1123" 15 "Different" "AN" "Four-Five" "N" "300" 0.611111111111111 11 18 0.42744401482694
"1124" 15 "Different" "AN" "Four-Five" "N" "400" 0.555555555555556 10 18 0.211309093667207
"1125" 15 "Different" "AN" "Four-Five" "N" "500" 0.666666666666667 12 18 0.653926467406664
"1126" 15 "Different" "AN" "Four-Five" "N" "600" 0.722222222222222 13 18 0.897941593205959
"1127" 15 "Different" "AN" "Four-Five" "N" "700" 0.833333333333333 15 18 1.48807705542983
"1128" 15 "Different" "AN" "Four-Five" "N" "800" 0.944444444444444 17 18 2.4567357728213
"1129" 15 "Different" "AN" "Four-Five" "N" "900" 0.944444444444444 17 18 2.4567357728213
"1130" 15 "Different" "AN" "Four-Five" "N" "1000" 0.888888888888889 16 18 1.88706964903238
"1131" 15 "Different" "AN" "Four-Five" "Y" "100" 0.526315789473684 10 19 0.100083458556983
"1132" 15 "Different" "AN" "Four-Five" "Y" "200" 0.578947368421053 11 19 0.302280871872934
"1133" 15 "Different" "AN" "Four-Five" "Y" "300" 0.578947368421053 11 19 0.302280871872934
"1134" 15 "Different" "AN" "Four-Five" "Y" "400" 0.578947368421053 11 19 0.302280871872934
"1135" 15 "Different" "AN" "Four-Five" "Y" "500" 0.631578947368421 12 19 0.510825623765991
"1136" 15 "Different" "AN" "Four-Five" "Y" "600" 0.684210526315789 13 19 0.730887508542792
"1137" 15 "Different" "AN" "Four-Five" "Y" "700" 0.736842105263158 14 19 0.969400557188103
"1138" 15 "Different" "AN" "Four-Five" "Y" "800" 0.842105263157895 16 19 1.55059741241117
"1139" 15 "Different" "AN" "Four-Five" "Y" "900" 0.894736842105263 17 19 1.94591014905531
"1140" 15 "Different" "AN" "Four-Five" "Y" "1000" 0.947368421052632 18 19 2.51230562397611
"1141" 15 "Different" "AN" "Three" "N" "100" 0.470588235294118 8 17 -0.111225635110224
"1142" 15 "Different" "AN" "Three" "N" "200" 0.529411764705882 9 17 0.111225635110224
"1143" 15 "Different" "AN" "Three" "N" "300" 0.470588235294118 8 17 -0.111225635110224
"1144" 15 "Different" "AN" "Three" "N" "400" 0.529411764705882 9 17 0.111225635110224
"1145" 15 "Different" "AN" "Three" "N" "500" 0.588235294117647 10 17 0.336472236621213
"1146" 15 "Different" "AN" "Three" "N" "600" 0.647058823529412 11 17 0.570544858467613
"1147" 15 "Different" "AN" "Three" "N" "700" 0.941176470588235 16 17 2.39789527279837
"1148" 15 "Different" "AN" "Three" "N" "800" 0.882352941176471 15 17 1.82454929205105
"1149" 15 "Different" "AN" "Three" "N" "900" 0.941176470588235 16 17 2.39789527279837
"1150" 15 "Different" "AN" "Three" "N" "1000" 0.941176470588235 16 17 2.39789527279837
"1151" 15 "Different" "AN" "Three" "Y" "100" 0.75 12 16 1.02165124753198
"1152" 15 "Different" "AN" "Three" "Y" "200" 0.75 12 16 1.02165124753198
"1153" 15 "Different" "AN" "Three" "Y" "300" 0.75 12 16 1.02165124753198
"1154" 15 "Different" "AN" "Three" "Y" "400" 0.75 12 16 1.02165124753198
"1155" 15 "Different" "AN" "Three" "Y" "500" 0.8125 13 16 1.34992671694902
"1156" 15 "Different" "AN" "Three" "Y" "600" 0.8125 13 16 1.34992671694902
"1157" 15 "Different" "AN" "Three" "Y" "700" 0.8125 13 16 1.34992671694902
"1158" 15 "Different" "AN" "Three" "Y" "800" 0.8125 13 16 1.34992671694902
"1159" 15 "Different" "AN" "Three" "Y" "900" 0.9375 15 16 2.33537491581704
"1160" 15 "Different" "AN" "Three" "Y" "1000" 0.9375 15 16 2.33537491581704
"1161" 15 "Same" "AN" "Four-Five" "N" "100" 0.2 4 20 -1.29928298413026
"1162" 15 "Same" "AN" "Four-Five" "N" "200" 0.25 5 20 -1.03609193168678
"1163" 15 "Same" "AN" "Four-Five" "N" "300" 0.4 8 20 -0.385662480811985
"1164" 15 "Same" "AN" "Four-Five" "N" "400" 0.4 8 20 -0.385662480811985
"1165" 15 "Same" "AN" "Four-Five" "N" "500" 0.55 11 20 0.191055236762709
"1166" 15 "Same" "AN" "Four-Five" "N" "600" 0.75 15 20 1.03609193168678
"1167" 15 "Same" "AN" "Four-Five" "N" "700" 0.8 16 20 1.29928298413026
"1168" 15 "Same" "AN" "Four-Five" "N" "800" 0.9 18 20 2.00148000021012
"1169" 15 "Same" "AN" "Four-Five" "N" "900" 0.95 19 20 2.56494935746154
"1170" 15 "Same" "AN" "Four-Five" "N" "1000" 0.85 17 20 1.6094379124341
"1171" 15 "Same" "AN" "Four-Five" "Y" "100" 0.294117647058824 5 17 -0.82098055206983
"1172" 15 "Same" "AN" "Four-Five" "Y" "200" 0.411764705882353 7 17 -0.336472236621213
"1173" 15 "Same" "AN" "Four-Five" "Y" "300" 0.529411764705882 9 17 0.111225635110224
"1174" 15 "Same" "AN" "Four-Five" "Y" "400" 0.529411764705882 9 17 0.111225635110224
"1175" 15 "Same" "AN" "Four-Five" "Y" "500" 0.647058823529412 11 17 0.570544858467613
"1176" 15 "Same" "AN" "Four-Five" "Y" "600" 0.647058823529412 11 17 0.570544858467613
"1177" 15 "Same" "AN" "Four-Five" "Y" "700" 0.588235294117647 10 17 0.336472236621213
"1178" 15 "Same" "AN" "Four-Five" "Y" "800" 0.647058823529412 11 17 0.570544858467613
"1179" 15 "Same" "AN" "Four-Five" "Y" "900" 0.647058823529412 11 17 0.570544858467613
"1180" 15 "Same" "AN" "Four-Five" "Y" "1000" 0.764705882352941 13 17 1.09861228866811
"1181" 15 "Same" "AN" "Three" "N" "100" 0.529411764705882 9 17 0.111225635110224
"1182" 15 "Same" "AN" "Three" "N" "200" 0.764705882352941 13 17 1.09861228866811
"1183" 15 "Same" "AN" "Three" "N" "300" 0.705882352941177 12 17 0.82098055206983
"1184" 15 "Same" "AN" "Three" "N" "400" 0.705882352941177 12 17 0.82098055206983
"1185" 15 "Same" "AN" "Three" "N" "500" 0.705882352941177 12 17 0.82098055206983
"1186" 15 "Same" "AN" "Three" "N" "600" 0.647058823529412 11 17 0.570544858467613
"1187" 15 "Same" "AN" "Three" "N" "700" 0.882352941176471 15 17 1.82454929205105
"1188" 15 "Same" "AN" "Three" "N" "800" 0.941176470588235 16 17 2.39789527279837
"1189" 15 "Same" "AN" "Three" "N" "900" 0.941176470588235 16 17 2.39789527279837
"1190" 15 "Same" "AN" "Three" "N" "1000" 0.941176470588235 16 17 2.39789527279837
"1191" 15 "Same" "AN" "Three" "Y" "100" 0.473684210526316 9 19 -0.100083458556983
"1192" 15 "Same" "AN" "Three" "Y" "200" 0.526315789473684 10 19 0.100083458556983
"1193" 15 "Same" "AN" "Three" "Y" "300" 0.526315789473684 10 19 0.100083458556983
"1194" 15 "Same" "AN" "Three" "Y" "400" 0.526315789473684 10 19 0.100083458556983
"1195" 15 "Same" "AN" "Three" "Y" "500" 0.578947368421053 11 19 0.302280871872934
"1196" 15 "Same" "AN" "Three" "Y" "600" 0.578947368421053 11 19 0.302280871872934
"1197" 15 "Same" "AN" "Three" "Y" "700" 0.684210526315789 13 19 0.730887508542792
"1198" 15 "Same" "AN" "Three" "Y" "800" 0.842105263157895 16 19 1.55059741241117
"1199" 15 "Same" "AN" "Three" "Y" "900" 0.842105263157895 16 19 1.55059741241117
"1200" 15 "Same" "AN" "Three" "Y" "1000" 0.789473684210526 15 19 1.23676262714893
"1201" 16 "Different" "A" "Four-Five" "N" "100" 0.333333333333333 6 18 -0.653926467406664
"1202" 16 "Different" "A" "Four-Five" "N" "200" 0.444444444444444 8 18 -0.211309093667207
"1203" 16 "Different" "A" "Four-Five" "N" "300" 0.555555555555556 10 18 0.211309093667207
"1204" 16 "Different" "A" "Four-Five" "N" "400" 0.5 9 18 0
"1205" 16 "Different" "A" "Four-Five" "N" "500" 0.444444444444444 8 18 -0.211309093667207
"1206" 16 "Different" "A" "Four-Five" "N" "600" 0.444444444444444 8 18 -0.211309093667207
